Contig,Bin,Type
contig_4533,MAG_465,chromosome
contig_45339,MAG_1684,unmapped
contig_45348,Unbinned MAG,unmapped
contig_45350,MAG_138,chromosome
contig_45357,MAG_257,chromosome
contig_45364,contig_45364,phage
contig_45365,MAG_328,chromosome
contig_45366,MAG_145,chromosome
contig_4537,MAG_1178,chromosome
contig_45377,MAG_1643,chromosome
contig_45378,MAG_1643,chromosome
contig_45379,MAG_1643,chromosome
contig_45383,MAG_96,chromosome
contig_45384,MAG_1827,unmapped
contig_45385,MAG_19,unmapped
contig_4539,MAG_13,chromosome
contig_45390,MAG_645,unmapped
contig_45395,MAG_1538,chromosome
contig_45398,MAG_1712,unmapped
contig_45399,MAG_177,chromosome
contig_454,MAG_1383,chromosome
contig_4540,MAG_1254,chromosome
contig_45400,MAG_56,chromosome
contig_45401,MAG_175,chromosome
contig_45405,MAG_700,chromosome
contig_45408,MAG_150,chromosome
contig_4541,MAG_457,unmapped
contig_45417,Unbinned MAG,unmapped
contig_45420,Unbinned MAG,unmapped
contig_45429,Unbinned MAG,unmapped
contig_45430,MAG_304,chromosome
contig_45440,MAG_433,unmapped
contig_45445,MAG_73,chromosome
contig_45457,MAG_89,chromosome
contig_45466,contig_45466,phage
contig_45467,MAG_412,chromosome
contig_45475,MAG_40,chromosome
contig_45476,MAG_1341,chromosome
contig_45477,MAG_222,chromosome
contig_45478,MAG_3,chromosome
contig_45496,MAG_1791,chromosome
contig_455,MAG_524,chromosome
contig_45503,Unbinned MAG,unmapped
contig_45504,MAG_122,chromosome
contig_45505,MAG_203,chromosome
contig_45506,MAG_606,unmapped
contig_4551,MAG_485,unmapped
contig_45520,Unbinned MAG,unmapped
contig_45525,MAG_96,chromosome
contig_4553,MAG_780,chromosome
contig_45546,MAG_130,chromosome
contig_45549,MAG_86,chromosome
contig_45552,MAG_175,chromosome
contig_45558,MAG_738,chromosome
contig_45564,MAG_425,unmapped
contig_45567,MAG_1769,unmapped
contig_45569,MAG_1769,unmapped
contig_45579,MAG_923,chromosome
contig_4558,MAG_1184,chromosome
contig_45593,MAG_1030,unmapped
contig_45595,MAG_121,chromosome
contig_456,MAG_234,chromosome
contig_45606,MAG_283,unmapped
contig_45617,MAG_31,chromosome
contig_45620,MAG_171,unmapped
contig_45625,MAG_1090,unmapped
contig_45626,MAG_902,unmapped
contig_45627,MAG_1158,unmapped
contig_45628,MAG_1413,unmapped
contig_45629,MAG_1585,unmapped
contig_4563,contig_4563,phage
contig_45631,MAG_439,unmapped
contig_45636,MAG_842,unmapped
contig_45638,MAG_887,unmapped
contig_45654,MAG_47,chromosome
contig_45664,Unbinned MAG,unmapped
contig_45676,MAG_1313,unmapped
contig_45677,MAG_1544,unmapped
contig_45678,MAG_64,chromosome
contig_45685,MAG_71,chromosome
contig_45693,MAG_436,chromosome
contig_45696,MAG_874,chromosome
contig_457,MAG_62,chromosome
contig_45702,MAG_127,unmapped
contig_45715,MAG_1104,unmapped
contig_45719,MAG_308,chromosome
contig_45720,MAG_64,chromosome
contig_45721,MAG_488,unmapped
contig_45725,MAG_77,chromosome
contig_45736,MAG_12,chromosome
contig_45748,MAG_751,chromosome
contig_45750,MAG_263,chromosome
contig_45758,MAG_890,unmapped
contig_45759,MAG_1155,unmapped
contig_45761,MAG_378,chromosome
contig_45765,MAG_246,chromosome
contig_45768,Unbinned MAG,unmapped
contig_45785,MAG_77,chromosome
contig_45786,MAG_809,chromosome
contig_45794,MAG_1515,chromosome
contig_45810,Unbinned MAG,unmapped
contig_4582,MAG_347,unmapped
contig_45821,MAG_884,chromosome
contig_45825,MAG_199,chromosome
contig_4584,MAG_433,unmapped
contig_45840,MAG_1306,unmapped
contig_45846,Unbinned MAG,unmapped
contig_45853,MAG_1828,chromosome
contig_45858,MAG_1775,chromosome
contig_45864,MAG_270,chromosome
contig_45869,MAG_112,chromosome
contig_45881,MAG_17,chromosome
contig_45882,contig_45882,phage
contig_45884,MAG_690,unmapped
contig_4589,MAG_300,chromosome
contig_45900,MAG_223,chromosome
contig_45901,MAG_1585,unmapped
contig_45903,MAG_1585,unmapped
contig_45907,MAG_86,chromosome
contig_45917,MAG_132,chromosome
contig_45920,MAG_151,chromosome
contig_45926,MAG_41,chromosome
contig_45928,MAG_471,chromosome
contig_4593,MAG_1344,unmapped
contig_45932,MAG_74,unmapped
contig_45935,Unbinned MAG,unmapped
contig_4594,MAG_1471,unmapped
contig_45942,MAG_187,unmapped
contig_45943,MAG_226,chromosome
contig_45948,MAG_1869,unmapped
contig_45952,MAG_504,unmapped
contig_45953,MAG_547,chromosome
contig_45958,contig_45958,phage
contig_4596,MAG_1260,unmapped
contig_45961,MAG_105,chromosome
contig_45964,MAG_550,unmapped
contig_4597,Unbinned MAG,unmapped
contig_45995,Unbinned MAG,unmapped
contig_45997,MAG_1357,unmapped
contig_46,MAG_1679,chromosome
contig_46005,MAG_18,chromosome
contig_46006,MAG_188,chromosome
contig_46007,MAG_281,unmapped
contig_46012,MAG_1501,unmapped
contig_46013,MAG_94,chromosome
contig_46019,MAG_114,unmapped
contig_46024,Unbinned MAG,unmapped
contig_46032,MAG_349,unmapped
contig_46034,MAG_778,chromosome
contig_46036,MAG_222,chromosome
contig_46039,MAG_87,unmapped
contig_46042,Unbinned MAG,unmapped
contig_46044,Unbinned MAG,unmapped
contig_46047,MAG_547,chromosome
contig_4606,MAG_1539,chromosome
contig_46069,MAG_109,unmapped
contig_46070,MAG_1654,chromosome
contig_46074,MAG_284,unmapped
contig_46078,MAG_991,chromosome
contig_4608,MAG_87,unmapped
contig_46080,MAG_1,unmapped
contig_46089,MAG_14,chromosome
contig_46100,MAG_736,chromosome
contig_46102,MAG_383,chromosome
contig_46108,MAG_333,unmapped
contig_46120,MAG_491,chromosome
contig_46124,MAG_1369,chromosome
contig_46126,MAG_668,unmapped
contig_46129,MAG_552,unmapped
contig_4613,MAG_368,unmapped
contig_46137,MAG_1247,unmapped
contig_46139,MAG_172,chromosome
contig_46145,MAG_83,chromosome
contig_46146,MAG_209,chromosome
contig_4615,MAG_20,chromosome
contig_46151,MAG_992,unmapped
contig_46152,MAG_1081,unmapped
contig_46153,MAG_60,chromosome
contig_46156,MAG_377,unmapped
contig_4616,MAG_463,chromosome
contig_46162,MAG_474,unmapped
contig_46165,contig_46165,plasmid
contig_4617,MAG_20,chromosome
contig_46179,MAG_67,chromosome
contig_46181,MAG_1625,unmapped
contig_46184,MAG_74,chromosome
contig_46187,Unbinned MAG,unmapped
contig_46193,MAG_412,chromosome
contig_462,MAG_714,chromosome
contig_46201,MAG_30,chromosome
contig_46202,Unbinned MAG,unmapped
contig_46208,MAG_41,chromosome
contig_46212,MAG_1762,unmapped
contig_46214,Unbinned MAG,unmapped
contig_46219,MAG_572,chromosome
contig_46223,Unbinned MAG,unmapped
contig_46227,MAG_105,chromosome
contig_46230,MAG_92,chromosome
contig_46232,MAG_34,chromosome
contig_46239,MAG_338,unmapped
contig_46247,MAG_129,chromosome
contig_46248,MAG_13,chromosome
contig_4625,MAG_218,chromosome
contig_46251,contig_46251,plasmid
contig_46259,MAG_266,chromosome
contig_46260,MAG_266,chromosome
contig_46291,MAG_504,unmapped
contig_46293,Unbinned MAG,unmapped
contig_46297,MAG_133,chromosome
contig_463,MAG_974,chromosome
contig_46300,MAG_799,unmapped
contig_46307,MAG_322,unmapped
contig_46309,MAG_12,chromosome
contig_4631,MAG_444,unmapped
contig_46318,MAG_22,chromosome
contig_4632,MAG_71,chromosome
contig_4634,MAG_97,chromosome
contig_4635,MAG_18,chromosome
contig_46351,MAG_85,chromosome
contig_46353,MAG_414,chromosome
contig_46359,MAG_116,chromosome
contig_4636,MAG_1389,chromosome
contig_46368,MAG_154,chromosome
contig_46370,MAG_401,unmapped
contig_46371,contig_46371,plasmid
contig_46374,MAG_491,chromosome
contig_46378,MAG_2,chromosome
contig_4638,MAG_1810,chromosome
contig_46384,MAG_866,unmapped
contig_46385,MAG_168,chromosome
contig_46388,MAG_378,chromosome
contig_4639,MAG_185,unmapped
contig_46391,MAG_16,chromosome
contig_46396,MAG_518,unmapped
contig_46404,MAG_214,chromosome
contig_4642,MAG_342,chromosome
contig_46420,MAG_196,unmapped
contig_46428,MAG_29,unmapped
contig_46434,MAG_24,chromosome
contig_46435,MAG_92,chromosome
contig_46440,MAG_1760,unmapped
contig_46441,MAG_106,unmapped
contig_46449,Unbinned MAG,unmapped
contig_46450,MAG_801,unmapped
contig_46453,MAG_250,chromosome
contig_46456,MAG_1490,chromosome
contig_46463,MAG_118,chromosome
contig_46464,MAG_1761,unmapped
contig_46465,MAG_1882,unmapped
contig_46475,MAG_1209,unmapped
contig_4648,MAG_1368,chromosome
contig_46480,MAG_176,chromosome
contig_46501,MAG_548,unmapped
contig_46504,MAG_663,chromosome
contig_46505,Unbinned MAG,unmapped
contig_46508,MAG_103,chromosome
contig_46509,MAG_98,chromosome
contig_4651,MAG_69,chromosome
contig_46514,Unbinned MAG,unmapped
contig_4652,MAG_1509,chromosome
contig_46523,MAG_47,chromosome
contig_4653,MAG_2,chromosome
contig_46531,MAG_121,chromosome
contig_46538,MAG_200,chromosome
contig_46546,MAG_187,unmapped
contig_46547,MAG_754,chromosome
contig_46549,MAG_162,chromosome
contig_4655,MAG_1680,chromosome
contig_46551,MAG_1379,unmapped
contig_46552,MAG_362,unmapped
contig_46553,MAG_388,unmapped
contig_46554,MAG_101,chromosome
contig_46561,MAG_63,chromosome
contig_46567,MAG_420,unmapped
contig_4658,MAG_539,chromosome
contig_46593,MAG_508,chromosome
contig_46597,Unbinned MAG,unmapped
contig_46599,MAG_973,unmapped
contig_4660,MAG_379,chromosome
contig_46602,MAG_679,unmapped
contig_46609,Unbinned MAG,unmapped
contig_46610,MAG_216,chromosome
contig_46616,MAG_13,chromosome
contig_46620,MAG_280,unmapped
contig_46630,MAG_387,chromosome
contig_46636,MAG_312,chromosome
contig_46637,MAG_442,chromosome
contig_46638,Unbinned MAG,unmapped
contig_46648,MAG_265,chromosome
contig_4665,Unbinned MAG,unmapped
contig_46653,MAG_265,unmapped
contig_46658,MAG_1156,unmapped
contig_46665,MAG_257,chromosome
contig_46671,MAG_213,chromosome
contig_46672,MAG_25,chromosome
contig_46674,Unbinned MAG,unmapped
contig_46678,MAG_566,chromosome
contig_46680,MAG_66,chromosome
contig_46681,MAG_321,chromosome
contig_46687,MAG_302,chromosome
contig_46691,MAG_592,unmapped
contig_4670,MAG_1208,unmapped
contig_46705,MAG_349,unmapped
contig_46706,MAG_43,chromosome
contig_46708,MAG_41,chromosome
contig_4671,MAG_44,chromosome
contig_46711,contig_46711,phage
contig_46713,MAG_147,chromosome
contig_46714,MAG_209,chromosome
contig_46724,MAG_1355,unmapped
contig_46725,MAG_137,chromosome
contig_46727,MAG_17,chromosome
contig_46728,MAG_571,chromosome
contig_4673,MAG_192,chromosome
contig_46744,MAG_217,chromosome
contig_46745,MAG_15,chromosome
contig_46748,MAG_592,unmapped
contig_46756,MAG_1583,chromosome
contig_46760,MAG_1509,chromosome
contig_46761,MAG_93,chromosome
contig_46762,MAG_191,chromosome
contig_46763,MAG_59,chromosome
contig_46769,MAG_830,unmapped
contig_4677,MAG_1368,chromosome
contig_46772,MAG_1,unmapped
contig_46773,MAG_111,unmapped
contig_46777,MAG_542,chromosome
contig_46783,MAG_831,chromosome
contig_46796,MAG_391,unmapped
contig_46798,MAG_361,unmapped
contig_468,MAG_159,unmapped
contig_46800,MAG_1,unmapped
contig_46808,MAG_241,chromosome
contig_46813,MAG_29,chromosome
contig_46821,MAG_716,unmapped
contig_46823,MAG_1228,unmapped
contig_46833,MAG_89,chromosome
contig_46836,MAG_679,unmapped
contig_46838,MAG_202,chromosome
contig_46841,Unbinned MAG,unmapped
contig_46843,MAG_516,unmapped
contig_46850,MAG_77,chromosome
contig_46851,MAG_1399,unmapped
contig_46855,MAG_33,chromosome
contig_46856,MAG_33,chromosome
contig_46857,MAG_382,chromosome
contig_46860,MAG_650,unmapped
contig_46862,MAG_1411,chromosome
contig_46865,MAG_507,chromosome
contig_46866,MAG_416,unmapped
contig_46877,MAG_365,chromosome
contig_46878,Unbinned MAG,unmapped
contig_46880,MAG_903,chromosome
contig_46883,MAG_1617,unmapped
contig_46884,MAG_48,chromosome
contig_46892,MAG_156,unmapped
contig_46893,MAG_526,unmapped
contig_46894,MAG_820,unmapped
contig_46899,MAG_1664,unmapped
contig_46902,MAG_456,chromosome
contig_46906,MAG_248,chromosome
contig_46907,Unbinned MAG,unmapped
contig_46911,MAG_720,unmapped
contig_46915,MAG_1891,unmapped
contig_46919,MAG_1408,unmapped
contig_46923,MAG_378,unmapped
contig_46925,MAG_766,chromosome
contig_46930,MAG_104,chromosome
contig_46935,MAG_1157,unmapped
contig_46951,Unbinned MAG,unmapped
contig_46953,MAG_633,unmapped
contig_46954,MAG_807,unmapped
contig_46967,MAG_33,chromosome
contig_46972,MAG_651,unmapped
contig_46979,MAG_41,chromosome
contig_46997,MAG_1101,chromosome
contig_46999,MAG_333,unmapped
contig_47007,MAG_454,chromosome
contig_47008,MAG_155,chromosome
contig_47010,MAG_412,chromosome
contig_47015,MAG_520,chromosome
contig_47020,MAG_357,chromosome
contig_47021,MAG_257,chromosome
contig_47022,MAG_257,chromosome
contig_47023,MAG_357,chromosome
contig_47025,MAG_257,chromosome
contig_47035,MAG_537,chromosome
contig_47041,MAG_515,chromosome
contig_47050,MAG_98,chromosome
contig_47098,MAG_91,chromosome
contig_471,Unbinned MAG,unmapped
contig_47104,MAG_1209,unmapped
contig_4711,MAG_297,chromosome
contig_4712,MAG_250,chromosome
contig_4714,MAG_203,chromosome
contig_47146,MAG_61,unmapped
contig_47155,MAG_1639,unmapped
contig_47158,MAG_1637,chromosome
contig_47167,MAG_1659,chromosome
contig_47168,MAG_86,chromosome
contig_4717,MAG_414,chromosome
contig_47170,MAG_930,unmapped
contig_47177,MAG_1337,chromosome
contig_47185,MAG_478,unmapped
contig_47190,MAG_732,chromosome
contig_47199,MAG_599,unmapped
contig_472,MAG_1742,unmapped
contig_47202,MAG_1765,chromosome
contig_47203,MAG_582,unmapped
contig_47205,MAG_331,chromosome
contig_47208,MAG_81,chromosome
contig_47221,MAG_181,unmapped
contig_47226,MAG_39,unmapped
contig_47227,MAG_498,unmapped
contig_47228,MAG_1324,unmapped
contig_47240,MAG_163,chromosome
contig_47242,MAG_7,chromosome
contig_47248,MAG_166,chromosome
contig_47252,Unbinned MAG,unmapped
contig_47268,Unbinned MAG,unmapped
contig_4727,MAG_289,chromosome
contig_47272,MAG_9,chromosome
contig_47278,MAG_992,unmapped
contig_47285,MAG_260,chromosome
contig_47288,MAG_861,unmapped
contig_4729,MAG_1492,chromosome
contig_47291,MAG_1378,chromosome
contig_47296,MAG_140,chromosome
contig_47298,MAG_23,chromosome
contig_4730,MAG_112,chromosome
contig_47304,MAG_56,chromosome
contig_4731,MAG_1537,chromosome
contig_47316,MAG_96,chromosome
contig_47317,MAG_4,chromosome
contig_47318,MAG_291,chromosome
contig_47327,MAG_309,unmapped
contig_4733,MAG_1217,chromosome
contig_47331,MAG_398,chromosome
contig_47338,MAG_193,chromosome
contig_47340,MAG_1509,chromosome
contig_47344,MAG_90,chromosome
contig_47345,MAG_139,unmapped
contig_47347,MAG_470,unmapped
contig_47354,Unbinned MAG,unmapped
contig_47364,MAG_198,chromosome
contig_47365,MAG_36,chromosome
contig_47372,MAG_1688,unmapped
contig_4738,MAG_559,chromosome
contig_47383,MAG_60,chromosome
contig_47391,MAG_43,chromosome
contig_47393,MAG_619,chromosome
contig_47396,MAG_1116,chromosome
contig_47409,MAG_600,chromosome
contig_47414,MAG_240,chromosome
contig_47418,MAG_30,chromosome
contig_47419,MAG_24,chromosome
contig_47420,MAG_236,chromosome
contig_47422,MAG_283,unmapped
contig_47424,contig_47424,phage
contig_4743,MAG_744,chromosome
contig_47431,MAG_2,chromosome
contig_47443,MAG_601,unmapped
contig_47448,MAG_407,chromosome
contig_47449,MAG_86,chromosome
contig_47452,MAG_151,chromosome
contig_47453,Unbinned MAG,unmapped
contig_47454,MAG_546,unmapped
contig_47461,MAG_417,unmapped
contig_47464,MAG_648,unmapped
contig_47466,Unbinned MAG,unmapped
contig_47473,MAG_182,chromosome
contig_47478,MAG_168,chromosome
contig_47481,Unbinned MAG,unmapped
contig_47484,MAG_72,chromosome
contig_47486,MAG_690,unmapped
contig_47491,contig_47491,phage
contig_47492,MAG_132,chromosome
contig_47493,MAG_469,chromosome
contig_47494,MAG_87,unmapped
contig_47498,MAG_88,chromosome
contig_47504,MAG_527,unmapped
contig_47506,MAG_286,unmapped
contig_47513,MAG_105,chromosome
contig_47517,MAG_1888,chromosome
contig_47520,MAG_63,chromosome
contig_47521,MAG_381,chromosome
contig_47524,MAG_40,chromosome
contig_47530,MAG_63,chromosome
contig_47531,MAG_63,chromosome
contig_47536,MAG_30,chromosome
contig_47553,MAG_11,chromosome
contig_47554,MAG_121,chromosome
contig_47557,MAG_491,chromosome
contig_47561,MAG_123,chromosome
contig_47584,MAG_129,chromosome
contig_47592,MAG_659,chromosome
contig_47593,MAG_425,unmapped
contig_47594,MAG_784,unmapped
contig_47598,MAG_721,unmapped
contig_4760,MAG_79,chromosome
contig_47607,MAG_484,chromosome
contig_47617,MAG_559,chromosome
contig_47619,MAG_933,unmapped
contig_47620,MAG_1425,unmapped
contig_47628,MAG_57,chromosome
contig_47632,MAG_12,chromosome
contig_47637,MAG_225,chromosome
contig_47638,MAG_388,unmapped
contig_4764,MAG_1546,unmapped
contig_47646,MAG_111,unmapped
contig_47650,MAG_101,chromosome
contig_47654,MAG_435,unmapped
contig_4766,MAG_194,chromosome
contig_47665,MAG_45,unmapped
contig_47685,MAG_5,chromosome
contig_47686,MAG_87,unmapped
contig_47693,MAG_662,chromosome
contig_47696,MAG_1763,chromosome
contig_477,MAG_1839,chromosome
contig_47709,MAG_333,unmapped
contig_47712,MAG_131,chromosome
contig_47714,MAG_47,chromosome
contig_47717,MAG_192,chromosome
contig_47727,MAG_1759,unmapped
contig_47731,MAG_214,chromosome
contig_47733,MAG_214,unmapped
contig_47739,Unbinned MAG,unmapped
contig_47740,Unbinned MAG,unmapped
contig_47749,MAG_889,unmapped
contig_47758,MAG_294,chromosome
contig_47762,MAG_143,chromosome
contig_47769,MAG_930,unmapped
contig_4777,MAG_1654,chromosome
contig_47775,MAG_665,chromosome
contig_47780,MAG_249,chromosome
contig_47789,MAG_47,chromosome
contig_4779,MAG_1403,chromosome
contig_47791,Unbinned MAG,unmapped
contig_47793,MAG_309,unmapped
contig_47794,MAG_309,unmapped
contig_47796,MAG_16,chromosome
contig_47798,MAG_287,chromosome
contig_478,Unbinned MAG,unmapped
contig_47801,MAG_290,unmapped
contig_47814,MAG_458,unmapped
contig_47816,MAG_402,unmapped
contig_47821,MAG_68,chromosome
contig_47823,Unbinned MAG,unmapped
contig_47824,MAG_855,unmapped
contig_47826,MAG_3,chromosome
contig_47831,MAG_236,unmapped
contig_47840,MAG_561,chromosome
contig_47843,MAG_133,chromosome
contig_47845,MAG_1356,chromosome
contig_47851,MAG_402,unmapped
contig_47854,MAG_263,chromosome
contig_47856,MAG_1489,chromosome
contig_4786,Unbinned MAG,unmapped
contig_47860,MAG_508,chromosome
contig_47863,MAG_473,chromosome
contig_47866,MAG_289,chromosome
contig_47869,MAG_1463,chromosome
contig_47875,MAG_116,chromosome
contig_47880,Unbinned MAG,unmapped
contig_47883,MAG_425,unmapped
contig_47886,MAG_358,chromosome
contig_47895,Unbinned MAG,unmapped
contig_47896,MAG_195,unmapped
contig_47897,MAG_1898,unmapped
contig_47899,MAG_445,unmapped
contig_47907,MAG_380,unmapped
contig_47918,MAG_171,unmapped
contig_4793,MAG_20,chromosome
contig_47932,MAG_38,chromosome
contig_47933,MAG_1186,chromosome
contig_47936,MAG_374,unmapped
contig_4794,MAG_219,chromosome
contig_47940,MAG_48,chromosome
contig_47949,MAG_1416,unmapped
contig_47954,MAG_409,unmapped
contig_47956,MAG_1283,unmapped
contig_47957,MAG_150,chromosome
contig_47967,MAG_89,chromosome
contig_47970,MAG_21,unmapped
contig_47972,MAG_206,chromosome
contig_47973,MAG_19,chromosome
contig_47986,MAG_993,unmapped
contig_47994,MAG_279,chromosome
contig_48,MAG_911,chromosome
contig_4800,MAG_1334,chromosome
contig_48005,MAG_627,chromosome
contig_48006,MAG_57,chromosome
contig_48010,MAG_275,chromosome
contig_48011,MAG_1758,unmapped
contig_48033,MAG_149,chromosome
contig_48039,MAG_137,chromosome
contig_48040,MAG_594,chromosome
contig_48046,MAG_1476,chromosome
contig_48049,MAG_1476,chromosome
contig_48055,Unbinned MAG,unmapped
contig_48057,MAG_480,unmapped
contig_48059,contig_48059,plasmid
contig_48064,MAG_278,unmapped
contig_48070,MAG_64,chromosome
contig_48071,MAG_196,unmapped
contig_48072,MAG_490,chromosome
contig_48083,MAG_366,unmapped
contig_48087,MAG_1642,chromosome
contig_48088,MAG_1641,chromosome
contig_48089,MAG_1643,chromosome
contig_4809,MAG_334,chromosome
contig_481,MAG_1199,chromosome
contig_48100,MAG_25,chromosome
contig_48103,Unbinned MAG,unmapped
contig_4811,MAG_1524,chromosome
contig_48116,MAG_283,unmapped
contig_48118,MAG_356,unmapped
contig_48120,MAG_108,unmapped
contig_48125,MAG_1531,chromosome
contig_4813,MAG_30,chromosome
contig_48131,MAG_26,chromosome
contig_48132,Unbinned MAG,unmapped
contig_48133,MAG_2,chromosome
contig_48138,MAG_80,chromosome
