Contig,Restriction sites,Length,Coverage,Self Contact
contig_14196,817,98397,118,
contig_14197,16466,1694319,45345,
contig_14199,240,65508,41,
contig_142,353,78665,75,
contig_14200,73,17003,10,
contig_14207,8729,768079,1131,
contig_14208,1132,167510,117,
contig_14219,630,57348,145,
contig_14229,4872,311313,95,
contig_14247,131,13497,42,
contig_14248,277,38202,43,
contig_14249,13,1680,2,
contig_14251,1135,156701,198,
contig_14255,491,44820,3,
contig_14258,1001,91908,609,
contig_14260,1113,114818,482,
contig_14265,264,38063,9,
contig_14272,513,60848,81,
contig_14275,1467,419727,1613,
contig_14277,497,28046,16,
contig_14278,843,44910,23,
contig_143,4085,267120,322,
contig_14300,269,26858,18,
contig_14302,327,36367,64,
contig_14304,677,109560,135,
contig_14307,22796,2119514,22112,
contig_14311,130,19870,47,
contig_14313,6629,589477,2319,
contig_14318,149,21525,22,
contig_14320,879,77645,29,
contig_14323,2034,242871,253,
contig_1433,148,37825,2851,
contig_14331,141,18780,58,
contig_14332,4657,548644,3670,
contig_14347,434,38494,21,
contig_14350,7864,725896,50,
contig_14351,469,49783,65,
contig_14357,552,46746,59,
contig_14367,3093,281525,836,
contig_14370,12261,1190823,3326,
contig_14373,788,44871,89,
contig_14378,408,38498,28,
contig_14379,2967,411438,1546,
contig_14385,774,77179,119,
contig_14389,423,78137,5198,
contig_1439,900,165842,893,
contig_14393,339,36845,56,
contig_14397,3211,179239,250,
contig_14398,364,22075,8,
contig_14410,2577,151602,311,
contig_14418,1185,110499,155,
contig_14422,1959,300745,715,
contig_14423,1745,175225,5641,
contig_14432,282,49627,58,
contig_14441,33,11014,14,
contig_14442,1,1129,8,
contig_14446,455,159762,117,
contig_1445,876,117712,78,
contig_14451,1445,79414,25,
contig_14452,623,41821,1926,
contig_1446,571,59370,126,
contig_14463,338,38600,34,
contig_14464,878,144425,249,
contig_14466,310,45001,10,
contig_1447,640,87103,110,
contig_14472,11005,1107112,3597,
contig_14476,478,58254,60,
contig_14477,787,94397,28,
contig_14485,1314,118662,101,
contig_14488,5084,437116,194,
contig_14489,1663,179344,590,
contig_14493,2252,180050,278,
contig_14499,144,17274,375,
contig_14525,550,53503,46,
contig_14530,174,21265,5,
contig_14537,686,121492,57,
contig_14550,3956,202693,88,
contig_14552,469,69027,36,
contig_14556,3605,401703,716,
contig_14560,7650,1008835,6226,
contig_14561,867,118999,30,
contig_14563,466,64805,67,
contig_14576,31,5189,4,
contig_14585,266,28058,34,
contig_14586,4964,508456,905,
contig_14590,7952,801961,8880,
contig_14593,1173,116394,85,
contig_14598,1662,238460,288,
contig_14603,476,100301,152,
contig_14604,589,98343,931,
contig_14608,1097,142994,552,
contig_14613,729,77546,51,
contig_14623,237,25980,21,
contig_14628,1747,169237,122,
contig_14629,18912,3276554,8008,
contig_14631,8637,512963,422,
contig_14636,7286,641902,1541,
contig_14637,478,47245,481,
contig_14639,21465,2281247,39875,
contig_14641,6370,752654,564,
contig_14642,665,96659,88,
contig_14648,251,51081,117,
contig_14651,24452,2155727,3297,
contig_14652,1255,137433,33,
contig_14657,1728,149391,1123,
contig_14665,962,89787,122,
contig_14668,727,43293,29,
contig_14671,2995,295870,708,
contig_14675,910,102539,100,
contig_14691,605,58041,84,
contig_14708,415,51010,1260,
contig_1471,1216,117612,599,
contig_14716,1060,138530,183,
contig_14717,406,67696,164,
contig_14718,267,24875,51,
contig_1472,1906,278148,577,
contig_14723,669,109880,73,
contig_1473,6727,1074845,14310,
contig_14730,948,78777,227,
contig_14736,24800,2619701,247004,
contig_14738,14624,1732360,8649,
contig_14739,323,25647,65,
contig_14745,102,14157,13,
contig_14747,267,36603,51,
contig_14748,2154,287618,5283,
contig_14753,168,45570,83,
contig_14757,2145,108760,61,
contig_14758,7703,902182,552,
contig_1476,867,133539,3132,
contig_14760,818,84967,50,
contig_14764,2271,276240,172,
contig_14767,851,105531,44,
contig_14769,1252,129900,59,
contig_1477,744,131101,127,
contig_14773,1428,139381,72,
contig_14774,582,60632,9,
contig_14776,602,55476,25,
contig_14778,970,100013,29,
contig_1478,1670,274211,3102,
contig_14782,1097,96489,37,
contig_14789,1680,191013,309,
contig_1479,1578,206700,406,
contig_14791,448,46878,38,
contig_14792,561,43393,12,
contig_14793,91,6917,13,
contig_14799,1011,119775,33,
contig_14805,2823,219414,269,
contig_14807,313,68715,71,
contig_14812,409,61557,171,
contig_14813,5461,653374,15142,
contig_14815,381,34698,5,
contig_14818,1873,114630,1107,
contig_1482,399,70308,51,
contig_14822,345,60805,10,
contig_14823,944,137748,105,
contig_14826,306,75023,2158,
contig_14832,1605,183773,289,
contig_14836,840,93758,128,
contig_14839,640,83089,409,
contig_1484,63,8986,8,
contig_14841,3409,468163,1318,
contig_1485,2720,380938,534,
contig_14856,533,89521,67,
contig_1486,7696,1137635,16843,
contig_14863,479,68026,51,
contig_14870,235,34348,96,
contig_14872,5824,829898,12183,
contig_14873,1731,218427,1427,
contig_14879,3962,396244,779,
contig_1488,500,80789,45,
contig_14895,590,67090,125,
contig_14896,274,36426,36,
contig_14898,4531,233107,405,
contig_14899,3359,169597,288,
contig_14900,5071,253863,3250,
contig_14904,1181,161998,748,
contig_14908,458,71420,63,
contig_14911,470,45765,143,
contig_14913,2802,437027,722,
contig_14915,3398,494233,455,
contig_14920,3551,495920,291,
contig_14928,4753,621119,1131,
contig_14929,4042,527018,927,
contig_14932,664,83905,96,
contig_1494,30134,3057410,56102,
contig_14953,730,89245,82,
contig_1496,3105,328867,366,
contig_14963,1693,243886,2372,
contig_14971,513,74690,96,
contig_14973,19974,1908269,29472,
contig_14974,647,222547,189126,
contig_14977,705,77505,78,
contig_14979,302,34936,17,
contig_14983,17694,1039719,10657,
contig_14994,1037,108623,43,
contig_14995,2537,267096,341,
contig_15,521,70575,383,
contig_15004,1336,103605,302,
contig_15011,1726,149357,1198,
contig_15025,422,36762,175,
contig_15026,25103,1945588,14159,
contig_15027,123,20555,26,
contig_15029,567,48530,133,
contig_15036,801,109277,57,
contig_15056,185,24556,4,
contig_15062,1995,184048,166,
contig_15063,466,48047,143,
contig_15064,10954,1092808,1593,
contig_15065,10123,1074998,844,
contig_15068,197,20343,65,
contig_1507,590,75753,166,
contig_15070,814,66804,111,
contig_15077,63,17976,79,
contig_15082,1787,204176,225,
contig_15087,1828,212494,336,
contig_15090,2968,287826,529,
contig_15091,3177,310633,519,
contig_15095,1363,81251,588,
contig_15097,847,130338,548,
contig_15098,1068,134099,396,
contig_1510,2,2069,3605,
contig_15102,1773,160038,2147,
contig_15106,172,33774,46,
contig_15107,129,25946,216,
contig_15108,2997,557400,53044,
contig_15113,773,111971,150,
contig_15114,1000,123312,138,
contig_15115,572,66628,528,
contig_15118,719,84540,146,
contig_15123,4223,246566,323,
contig_15124,1125,65137,335,
contig_15126,18286,2937169,29881,
contig_15128,10076,1664702,994,
contig_15134,2788,201676,37542,
contig_15135,10172,885050,29486,
contig_15137,3315,475255,210,
contig_15138,242,31311,29,
contig_15141,983,129138,127,
contig_15144,188,32244,86,
contig_1515,7723,743853,1690,
contig_15150,2669,745989,5643,
contig_15153,318,37488,59,
contig_15158,1061,125021,117,
contig_1516,26947,2588776,12942,
contig_15160,1085,130278,293,
contig_15162,1893,198176,69,
contig_1517,1862,201865,479,
contig_15171,2939,635233,3448,
contig_15172,247,58459,66,
contig_15175,2031,466945,2572,
contig_15177,526,142406,211,
contig_15180,89,26134,57,
contig_15181,105,35090,56,
contig_15182,3627,836865,3996,
contig_15183,137,29416,60,
contig_15184,139,40914,21,
contig_15185,2844,609882,3465,
contig_15187,242,50230,19,
contig_15188,527,154840,171,
contig_15192,170,19559,4,
contig_15196,764,158785,70,
contig_1520,1222,93590,28786,
contig_15209,728,63482,226,
contig_15211,856,69265,155,
contig_15227,1399,223163,421,
contig_15233,2547,308715,304,
contig_15238,252,37727,72,
contig_15239,5222,1175115,7871,
contig_15240,163,10437,1,
contig_15242,4414,541007,141,
contig_15246,1428,176646,986,
contig_15248,2963,466060,180,
contig_15252,11617,1067129,7482,
contig_15253,1036,86828,40,
contig_15256,356,36463,26,
contig_15264,133,16869,11,
contig_15265,22237,1984268,3097,
contig_15266,244,32642,56,
contig_1527,122,9343,4,
contig_15279,1087,80898,115,
contig_15287,698,71251,157,
contig_15289,1232,182091,1611,
contig_15290,147,18110,27,
contig_15291,15852,2024518,27460,
contig_15295,1394,149542,141,
contig_15296,3213,336583,729,
contig_15298,8530,962734,76503,
contig_153,228,55307,34352,
contig_15302,250,32059,96,
contig_15305,510,51071,76,
contig_15314,396,46736,1743,
contig_15315,41,4346,16,
contig_15316,353,45881,8,
contig_1532,247,25029,1668,
contig_15320,9190,938090,516,
contig_15324,4483,362331,656,
contig_15334,454,75934,731,
contig_1534,1835,271108,3463,
contig_15343,683,80673,33,
contig_15344,478,39385,42,
contig_15353,360,47733,101,
contig_15359,341,48929,131,
contig_15360,215,32702,240,
contig_15368,209,21100,70,
contig_15370,1501,194805,5980,
contig_15373,1793,226472,147,
contig_1538,104,18924,21,
contig_15386,229,37794,66,
contig_15406,352,37386,1072,
contig_15408,244,29868,114,
contig_15409,4333,400889,568,
contig_1541,578,95028,339,
contig_15411,360,31082,39,
contig_15414,109,12976,3,
contig_15417,1152,143367,160,
contig_15419,298,26132,179,
contig_1542,2055,259868,2927,
contig_15421,128,14068,11,
contig_15429,1553,156858,61,
contig_15430,1016,99776,22,
contig_15432,944,91530,52,
contig_15434,2700,314401,589,
contig_15436,1038,110246,189,
contig_15442,935,101046,137,
contig_15443,1734,197768,283,
contig_15446,16695,3005622,17482,
contig_1545,2096,325016,494,
contig_15451,1354,94511,455,
contig_15452,277,38737,144,
contig_15453,237,25192,50,
contig_15454,776,63631,79,
contig_1546,17335,1869016,13165,
contig_15463,347,48829,22,
contig_1547,4949,725339,760,
contig_15476,1730,166784,127,
contig_1548,222,17074,11,
contig_15480,444,56640,111,
contig_15483,934,136501,257,
contig_15485,1353,156342,266,
contig_15504,291,31963,1393,
contig_15506,9033,1023700,24027,
contig_15509,276,73675,170,
contig_15510,1527,143059,103,
contig_15512,868,62422,80,
contig_15513,561,47082,325,
contig_15556,3410,193403,377,
contig_15563,938,94564,70,
contig_15578,11047,682556,5911,
contig_1558,93,12230,288,
contig_15581,4068,507260,826,
contig_15582,256,45482,53,
contig_15589,486,57776,57,
contig_1559,7489,1158376,1298,
contig_15591,382,45177,60,
contig_15592,531,58054,97,
contig_15596,1296,380173,161,
contig_15601,534,57677,6,
contig_15602,609,54380,89,
contig_15603,147,23129,22,
contig_15613,1759,320264,157,
contig_15615,213,30028,87,
contig_15616,1110,151194,653,
contig_15618,1257,155641,977,
contig_15619,297,25489,34,
contig_1562,430,87713,40,
contig_15637,55,8213,38,
contig_15638,242,64548,113,
contig_15640,828,88334,112,
contig_15643,318,42391,56,
contig_15646,86,21670,41,
contig_15647,95,23544,509,
contig_15648,2011,186589,305,
contig_15653,1634,189878,78,
contig_1566,5543,1565573,2853,
contig_15669,866,48415,61,
contig_15670,1336,78630,277,
contig_15672,62,14943,9,
contig_15673,1817,327924,696,
contig_15678,518,56291,106,
contig_1568,467,56609,77,
contig_15683,3042,423396,2664,
contig_15685,1408,229010,553,
contig_15689,390,41248,1285,
contig_15690,24,3481,23,
contig_15691,636,37901,12,
contig_15692,165,41613,90,
contig_15697,2951,281989,716,
contig_15698,365,43732,46,
contig_15699,1387,157065,597,
contig_157,14131,1551237,91923,
contig_1570,10146,2434728,32605,
contig_15701,538,72650,135,
contig_15703,112,20015,5,
contig_15708,3354,431435,1472,
contig_15709,242,37829,78,
contig_15710,535,57314,48,
contig_15728,172,22554,28,
contig_1573,21590,1305320,2048,
contig_15731,586,57589,51,
contig_15732,2861,203242,325,
contig_15736,567,62980,71,
contig_15738,337,17041,38,
contig_1574,21790,1305866,1419,
contig_15745,707,116226,175,
contig_15746,260,20560,5,
contig_15747,2554,217581,596,
contig_15755,2049,144299,652,
contig_15758,786,213197,205,
contig_15764,112,33076,74,
contig_15767,789,80251,64,
contig_15770,1233,130010,138,
contig_15773,923,117568,290,
contig_15776,908,88186,84,
contig_15790,981,114302,214,
contig_15791,945,97912,85,
contig_15793,2380,235800,290,
contig_15796,2572,389953,5143,
contig_15804,7318,921875,8632,
contig_15806,1522,173319,193,
contig_15813,3437,226058,277,
contig_15819,4343,447101,1674,
contig_15820,12457,1298966,3992,
contig_15826,2917,340556,777,
contig_15830,2065,219186,595,
contig_15831,1375,197899,569,
contig_15836,449,56860,38,
contig_15847,252,30166,640,
contig_15857,4739,358692,775,
contig_15858,2803,214136,141,
contig_15874,292,32479,8,
contig_15881,226,21387,18,
contig_15889,383,64365,135,
contig_1589,3955,313653,294,
contig_15890,395,34623,16,
contig_15894,7726,1010110,2974,
contig_15895,324,36958,12,
contig_15898,4476,476912,443,
contig_15917,183,27603,36,
contig_1592,670,144314,240,
contig_15923,1383,128422,109,
contig_15924,232,48414,53,
contig_15930,682,83571,99,
contig_15934,3656,220422,798,
contig_15940,330,51967,202,
contig_15944,425,41504,48,
contig_15950,727,91856,249,
contig_15951,1506,231196,222,
contig_15953,527,68672,85,
contig_15962,291,43102,8,
contig_15964,2764,286123,398,
contig_15979,700,81151,9,
contig_15981,606,60489,53,
contig_160,413,39952,11,
contig_16008,138,36184,3866,
contig_16027,1715,207306,437,
contig_1603,15534,1672796,485,
contig_16032,4092,397102,326,
contig_1604,472,42340,38,
contig_16075,8146,1001003,6911,
contig_16077,279,38075,9,
contig_16085,1046,114073,1305,
contig_16086,276,28680,12,
contig_16087,721,77471,56,
contig_16088,1005,133931,926,
contig_16096,428,61843,7,
contig_16104,677,107902,1020,
contig_16113,1418,266381,1944,
contig_16114,1259,233652,404,
contig_16120,333,20163,33,
contig_16208,1494,86637,301,
contig_16218,2183,130983,479,
contig_16225,472,27398,11,
contig_16269,456,24264,5,
contig_16283,431,28610,270,
contig_16309,1257,152677,273,
contig_16312,394,138312,205,
contig_16318,155,26953,43,
contig_16319,6498,762780,267,
contig_16322,248,38680,171,
contig_16325,1230,113802,1847,
contig_1633,421,84101,104,
contig_16339,1614,173859,118,
contig_1634,342,65800,93,
contig_16345,78,16643,234,
contig_16347,1920,108800,385,
contig_16353,1035,143337,174,
contig_16354,1423,203372,504,
contig_16355,6155,657545,1225,
contig_16367,155,16135,5,
contig_16368,221,21322,17,
contig_16371,136,17591,59,
contig_16379,1291,163561,904,
contig_16388,3112,342415,617,
contig_16396,516,66201,65,
contig_16409,366,49059,103,
contig_16414,6164,604497,1212,
contig_16417,968,95815,66,
contig_16420,1251,147210,153,
contig_16427,1471,75425,104,
contig_16429,89,9564,27,
contig_16430,7333,1524669,4151,
contig_16431,877,85724,51,
contig_16432,1284,137736,35,
contig_16437,8662,614414,200,
contig_16440,305,56174,129,
contig_16443,2161,364128,5324,
contig_16444,1090,351715,775,
contig_16445,139,39451,239,
contig_16446,46,15578,36,
contig_16452,148,28516,133,
contig_16461,2089,265339,2294,
contig_16462,1718,238306,37,
contig_16463,2030,252251,1662,
contig_16467,19566,1768836,4909,
contig_16469,16054,1696168,261694,
contig_16470,408,43527,6,
contig_16481,807,207952,1495,
contig_16482,103,18323,9,
contig_16484,255,47074,122,
contig_16487,1985,470678,2891,
contig_16489,1380,113586,168,
contig_16491,496,54275,4,
contig_16495,3676,371598,240,
contig_16497,2143,261581,443,
contig_16498,933,102096,147,
contig_16513,778,107328,422,
contig_16516,470,61489,146,
contig_16520,2148,281382,1417,
contig_16524,520,46706,327,
contig_16525,131,13550,29,
contig_16526,664,60159,473,
contig_16535,127,15067,30,
contig_16538,235,51328,30,
contig_1654,138,33395,15,
contig_16545,274,54820,66,
contig_16547,1019,111463,79,
contig_16550,118,33039,106,
contig_16551,451,137321,346,
contig_16553,838,107653,142,
contig_16555,4004,441033,255,
contig_16563,383,62339,69,
contig_16568,1448,79222,257,
contig_16570,1414,75752,1371,
contig_16571,1158,63689,112,
contig_16578,3825,551202,925,
contig_16579,605,60966,53,
contig_16583,391,50972,75,
contig_16586,475,57882,328,
contig_16589,1040,176846,3589,
contig_16591,479,38298,17,
contig_16596,504,36894,155,
contig_16598,350,24640,4,
contig_16603,896,87117,51,
contig_16605,814,77300,48,
contig_16606,3478,428318,466,
contig_16611,3748,516850,138,
contig_16613,1924,190116,180,
contig_16614,4428,779796,185,
contig_16636,622,88371,456,
contig_16638,753,87102,151,
contig_16646,1678,275510,2137,
contig_16648,24,4885,6,
contig_16649,2439,402862,2105,
contig_16656,196,37167,1441,
contig_16657,57,11496,170,
contig_1666,22114,2516954,135360,
contig_16663,295,48618,22,
contig_16667,1855,238648,3520,
contig_1667,382,52066,202,
contig_16671,2736,348354,1622,
contig_16674,1387,83320,21,
contig_16677,1717,247365,1438,
contig_16678,989,142693,6334,
contig_16679,823,137176,176,
contig_16685,555,102312,116,
contig_16688,159,51316,55,
contig_1669,226,53731,24,
contig_16692,3917,673256,1784,
contig_16693,163,32161,101,
contig_16697,34,11316,7,
contig_167,527,38882,6,
contig_16700,5270,493276,848,
contig_16725,272,50537,73,
contig_16727,215,32827,29,
contig_16728,625,76708,221,
contig_16733,3638,259647,1897,
contig_16734,3441,240927,2625,
contig_1676,581,124172,251,
contig_16776,115,18026,13,
contig_16777,400,54446,1981,
contig_16785,431,46542,613,
contig_168,818,49873,26,
contig_16803,1125,113947,60,
contig_16804,363,50234,72,
contig_16805,1632,276655,878,
contig_16806,177,22495,815,
contig_1681,630,37064,25,
contig_16810,689,36894,3666,
contig_16812,369,51734,178,
contig_16814,125,18120,11,
contig_16822,1644,103607,35,
contig_16825,348,57137,137,
contig_16828,388,47351,58,
contig_16832,147,27183,8,
contig_16833,608,119482,55,
contig_16835,369,44781,10,
contig_16837,1834,284987,371,
contig_16841,675,100274,1089,
contig_16845,690,96180,137,
contig_16846,756,112434,1127,
contig_16849,535,79076,231,
contig_1685,3979,211997,189,
contig_16853,1452,242094,276,
contig_16856,1259,213097,565,
contig_16867,405,37794,100,
contig_16868,328,49518,67,
contig_16872,2523,161826,84,
contig_16875,5759,497450,1646,
contig_16876,360,27171,28,
contig_16878,325,36903,59,
contig_16879,305,45178,63,
contig_1688,3896,427184,931,
contig_16882,1097,57891,17,
contig_16883,1335,68401,65,
contig_16884,5025,248251,589,
